,month,data
0,0,0.72316515
1,1,1.5153669
2,2,3.9947248
3,3,6.1465597
4,4,10.009863
5,5,13.911926
6,6,16.962385
7,7,16.918577
8,8,14.086009
9,9,9.386009
10,10,4.277293
11,11,1.5502293
