,month,data
0,0,5.872477
1,1,6.3174314
2,2,8.314679
3,3,10.876146
4,4,14.413762
5,5,18.058716
6,6,20.708256
7,7,20.823853
8,8,18.119267
9,9,14.10734
10,10,9.618349
11,11,7.0779815
