,month,data
0,0,20.392338
1,1,19.549664
2,2,17.414013
3,3,13.836169
4,4,10.357084
5,5,7.6981688
6,6,7.270381
7,7,8.83897
8,8,11.42163
9,9,14.298762
10,10,17.054714
11,11,19.33553
