,month,data
0,0,24.910091
1,1,24.887615
2,2,25.305964
3,3,25.819723
4,4,26.583487
5,5,26.570642
6,6,26.42844
7,7,26.699081
8,8,26.745413
9,9,26.597706
10,10,26.265137
11,11,25.565596
