,month,data
0,0,23.085789
1,1,23.134222
2,2,22.998844
3,3,22.047308
4,4,19.871374
5,5,17.642282
6,6,17.237728
7,7,19.583303
8,8,22.885237
9,9,24.850248
10,10,24.381836
11,11,23.336737
