,month,data
0,0,27.37143
1,1,27.431845
2,2,27.58869
3,3,27.78482
4,4,27.86905
5,5,27.920834
6,6,27.903275
7,7,27.961605
8,8,27.89732
9,9,27.858631
10,10,27.815475
11,11,27.624105
