,month,data
0,0,-2.6309242
1,1,-1.4862068
2,2,2.4845738
3,3,7.4602637
4,4,13.005648
5,5,15.95869
6,6,17.989294
7,7,17.392649
8,8,13.386203
9,9,8.411371
10,10,3.1248708
11,11,-0.69153816
