,month,data
0,0,25.489264
1,1,25.570047
2,2,26.01875
3,3,26.526361
4,4,26.550488
5,5,26.400257
6,6,26.205612
7,7,26.279423
8,8,26.170471
9,9,25.980783
10,10,25.649979
11,11,25.803827
