,month,data
0,0,-1.0714629
1,1,0.3632919
2,2,4.476967
3,3,8.929559
4,4,13.611038
5,5,17.155777
6,6,19.505257
7,7,19.389984
8,8,15.505979
9,9,10.388612
10,10,5.2180295
11,11,1.3035986
