,month,data
0,0,24.99699
1,1,25.799112
2,2,26.17638
3,3,25.545982
4,4,24.621727
5,5,23.515417
6,6,22.898705
7,7,23.219852
8,8,24.01025
9,9,24.838135
10,10,24.699879
11,11,24.702122
