,month,data
0,0,22.4875
1,1,23.042858
2,2,22.727678
3,3,21.547321
4,4,20.142857
5,5,18.922321
6,6,18.325
7,7,17.799107
8,8,18.283035
9,9,19.147322
10,10,20.147322
11,11,21.458927
