,month,data
0,0,17.431192
1,1,16.865139
2,2,17.266056
3,3,18.365139
4,4,20.868809
5,5,23.593578
6,6,25.938532
7,7,26.529358
8,8,25.86789
9,9,23.801834
10,10,20.76422
11,11,18.413761
