,month,data
0,0,23.541965
1,1,23.390476
2,2,23.68631
3,3,24.241667
4,4,25.225595
5,5,25.861012
6,6,26.01131
7,7,26.12976
8,8,25.928274
9,9,25.572918
10,10,25.074406
11,11,24.166668
