,month,data
0,0,23.97156
1,1,23.916513
2,2,24.29266
3,3,24.608257
4,4,25.431192
5,5,25.862385
6,6,26.127523
7,7,26.537617
8,8,26.523853
9,9,26.255962
10,10,25.743118
11,11,24.744953
