,snow depth,min temp,max temp
1978-01-08,4.0,30.0,35.0
1978-01-09,6.0,10.0,44.0
1978-01-10,6.0,-9.0,12.0
1978-01-11,6.0,-11.0,0.0
1978-01-12,6.0,-2.0,8.0
1978-01-13,7.0,3.0,22.0
1978-01-14,13.0,17.0,25.0
1978-01-15,14.0,5.0,20.0
1978-01-16,14.0,5.0,12.0
1978-01-17,18.0,5.0,19.0
1978-01-18,30.0,14.0,23.0
1978-01-19,28.0,12.0,20.0
1978-01-20,31.0,11.0,20.0
1978-01-21,36.0,11.0,21.0
1978-01-22,36.0,8.0,18.0
1978-01-23,36.0,8.0,18.0
1978-01-24,36.0,9.0,28.0
1978-01-25,31.0,23.0,39.0
1978-01-26,22.0,24.0,40.0
1978-01-27,22.0,0.0,26.0
1978-01-28,23.0,-1.0,8.0
1978-01-29,24.0,-1.0,8.0
1978-01-30,25.0,2.0,9.0
1978-01-31,25.0,4.0,13.0
1978-02-01,25.0,0.0,11.0
1978-02-02,25.0,1.0,15.0
1978-02-03,26.0,7.0,21.0
1978-02-04,26.0,0.0,18.0
1978-02-05,24.0,0.0,20.0
1978-02-06,28.0,2.0,19.0
1978-02-07,30.0,-4.0,8.0
1978-02-08,31.0,-4.0,9.0
1978-02-09,30.0,4.0,22.0
1978-02-10,29.0,1.0,29.0
1978-02-11,29.0,2.0,20.0
1978-02-12,28.0,7.0,20.0
1978-02-13,27.0,10.0,25.0
1978-02-14,28.0,9.0,23.0
1978-02-15,28.0,8.0,21.0
1978-02-16,27.0,13.0,28.0
1978-02-17,28.0,17.0,34.0
1978-02-18,28.0,18.0,28.0
1978-02-19,31.0,-4.0,24.0
1978-02-20,30.0,-5.0,19.0
1978-02-21,28.0,5.0,27.0
1978-02-22,28.0,2.0,20.0
1978-02-23,28.0,3.0,13.0
1978-02-24,30.0,4.0,26.0
1978-02-25,30.0,14.0,28.0
1978-02-26,33.0,18.0,32.0
1978-02-27,34.0,9.0,26.0
1978-02-28,34.0,8.0,20.0
1978-03-01,34.0,13.0,30.0
1978-03-02,34.0,0.0,21.0
1978-03-03,35.0,-2.0,23.0
1978-03-04,38.0,9.0,25.0
1978-03-05,38.0,2.0,15.0
1978-03-06,37.0,3.0,20.0
1978-03-07,36.0,8.0,24.0
1978-03-08,35.0,9.0,29.0
1978-03-09,33.0,18.0,34.0
1978-03-10,31.0,18.0,40.0
1978-03-11,30.0,24.0,43.0
1978-03-12,28.0,27.0,47.0
1978-03-13,26.0,28.0,40.0
1978-03-14,23.0,31.0,40.0
1978-03-15,18.0,28.0,50.0
1978-03-16,23.0,25.0,32.0
1978-03-17,27.0,18.0,34.0
1978-03-18,29.0,16.0,27.0
1978-03-19,27.0,17.0,42.0
1978-03-20,24.0,12.0,40.0
1978-03-21,19.0,21.0,55.0
1978-03-22,14.0,25.0,61.0
1978-03-23,10.0,30.0,49.0
1978-03-24,8.0,29.0,48.0
1978-03-25,8.0,23.0,41.0
1978-03-26,8.0,25.0,30.0
1978-03-27,,25.0,35.0
1978-03-28,,27.0,36.0
1978-03-29,7.0,30.0,50.0
1978-03-30,5.0,19.0,47.0
1978-03-31,3.0,20.0,40.0
1978-12-01,,21.0,40.0
1978-12-02,,22.0,43.0
1978-12-03,,32.0,45.0
1978-12-04,0.0,35.0,57.0
1978-12-05,0.0,27.0,58.0
1978-12-06,0.0,29.0,43.0
1978-12-07,0.0,36.0,46.0
1978-12-08,0.0,,60.0
1978-12-09,,28.0,60.0
1978-12-10,5.0,8.0,30.0
1978-12-11,5.0,5.0,14.0
1978-12-12,4.0,9.0,29.0
1978-12-13,4.0,25.0,37.0
1978-12-14,2.0,16.0,40.0
1978-12-15,2.0,18.0,30.0
1978-12-16,2.0,30.0,40.0
1978-12-17,1.0,25.0,48.0
1978-12-18,1.0,21.0,27.0
1978-12-19,1.0,18.0,30.0
1978-12-20,1.0,18.0,25.0
1978-12-21,,25.0,55.0
1978-12-22,,19.0,39.0
1978-12-23,,20.0,35.0
1978-12-24,,25.0,35.0
1978-12-25,6.0,26.0,36.0
1978-12-26,6.0,19.0,27.0
1978-12-27,8.0,9.0,30.0
1978-12-28,9.0,9.0,16.0
1978-12-29,9.0,6.0,22.0
1978-12-30,8.0,10.0,28.0
1978-12-31,4.0,25.0,36.0
1979-01-01,2.0,33.0,56.0
1979-01-02,,27.0,53.0
1979-01-03,3.0,-7.0,29.0
1979-01-04,3.0,-9.0,
1979-01-05,3.0,5.0,14.0
1979-01-06,7.0,5.0,19.0
1979-01-07,8.0,14.0,25.0
1979-01-08,3.0,13.0,45.0
1979-01-09,3.0,-5.0,15.0
1979-01-10,,-5.0,14.0
1979-01-11,,0.0,15.0
1979-01-12,6.0,0.0,14.0
1979-01-13,6.0,7.0,22.0
1979-01-14,3.0,21.0,45.0
1979-01-15,3.0,-4.0,41.0
1979-01-16,3.0,-5.0,25.0
1979-01-17,3.0,16.0,27.0
1979-01-18,3.0,11.0,38.0
1979-01-19,3.0,-1.0,13.0
1979-01-20,3.0,0.0,18.0
1979-01-21,3.0,15.0,30.0
1979-01-22,4.0,20.0,34.0
1979-01-23,4.0,15.0,21.0
1979-01-24,4.0,13.0,30.0
1979-01-25,7.0,11.0,37.0
1979-01-26,8.0,10.0,16.0
1979-01-27,8.0,14.0,19.0
1979-01-28,13.0,18.0,25.0
1979-01-29,15.0,20.0,27.0
1979-01-30,16.0,16.0,24.0
1979-01-31,,14.0,18.0
1979-02-01,,8.0,20.0
1979-02-02,21.0,6.0,12.0
1979-02-03,21.0,4.0,15.0
1979-02-04,21.0,7.0,23.0
1979-02-05,21.0,-3.0,24.0
1979-02-06,21.0,-5.0,5.0
1979-02-07,20.0,-7.0,20.0
1979-02-08,25.0,6.0,20.0
1979-02-09,25.0,-3.0,14.0
1979-02-10,25.0,-8.0,5.0
1979-02-11,25.0,-11.0,5.0
1979-02-12,25.0,-9.0,10.0
1979-02-13,30.0,-5.0,15.0
1979-02-14,25.0,-7.0,8.0
1979-02-15,25.0,-6.0,30.0
1979-02-16,25.0,16.0,35.0
1979-02-17,25.0,-12.0,20.0
1979-02-18,25.0,-14.0,10.0
1979-02-19,39.0,-7.0,14.0
1979-02-20,39.0,4.0,19.0
1979-02-21,33.0,14.0,40.0
1979-02-22,25.0,16.0,44.0
1979-02-23,23.0,28.0,42.0
1979-02-24,,32.0,45.0
1979-02-25,20.0,30.0,45.0
1979-02-26,17.0,24.0,33.0
1979-02-27,21.0,19.0,31.0
1979-02-28,23.0,18.0,28.0
1979-03-01,20.0,21.0,41.0
1979-03-02,18.0,31.0,42.0
1979-03-03,17.0,30.0,41.0
1979-03-04,15.0,30.0,44.0
1979-03-05,12.0,,49.0
1979-03-06,10.0,30.0,42.0
1979-03-07,9.0,27.0,36.0
1979-03-08,8.0,30.0,45.0
1979-03-09,7.0,31.0,48.0
1979-03-10,5.0,30.0,50.0
1979-03-11,4.0,11.0,40.0
1979-03-12,5.0,11.0,16.0
1979-03-13,3.0,13.0,32.0
1979-03-14,1.0,32.0,59.0
1979-03-15,4.0,3.0,37.0
1979-03-16,4.0,3.0,15.0
1979-03-17,3.0,12.0,35.0
1979-03-18,,30.0,51.0
1979-03-19,,34.0,52.0
1979-03-20,,28.0,54.0
1979-03-21,,32.0,58.0
1979-03-22,,34.0,61.0
1979-03-23,,43.0,63.0
1979-03-24,,41.0,61.0
1979-03-25,,28.0,49.0
1979-03-26,1.0,20.0,40.0
1979-03-27,1.0,,24.0
1979-03-28,1.0,16.0,30.0
1979-03-29,0.0,23.0,58.0
1979-03-30,0.0,53.0,67.0
1979-03-31,0.0,55.0,70.0
1979-12-01,4.0,16.0,21.0
1979-12-02,3.0,18.0,30.0
1979-12-03,5.0,10.0,24.0
1979-12-04,2.0,12.0,29.0
1979-12-05,2.0,24.0,33.0
1979-12-06,1.0,33.0,50.0
1979-12-07,1.0,25.0,49.0
1979-12-08,,26.0,42.0
1979-12-09,,17.0,28.0
1979-12-10,,19.0,34.0
1979-12-11,0.0,28.0,49.0
1979-12-12,0.0,47.0,58.0
1979-12-13,0.0,32.0,54.0
1979-12-14,0.0,20.0,39.0
1979-12-15,0.0,16.0,27.0
1979-12-16,0.0,19.0,35.0
1979-12-17,2.0,9.0,48.0
1979-12-18,4.0,4.0,13.0
1979-12-19,3.0,4.0,22.0
1979-12-20,2.0,20.0,31.0
1979-12-21,2.0,20.0,25.0
1979-12-22,2.0,22.0,29.0
1979-12-23,,26.0,44.0
1979-12-24,0.0,40.0,51.0
1979-12-25,0.0,34.0,48.0
1979-12-26,2.0,25.0,35.0
1979-12-27,2.0,23.0,27.0
1979-12-28,2.0,21.0,27.0
1979-12-29,2.0,21.0,25.0
1979-12-30,1.0,21.0,27.0
1979-12-31,1.0,15.0,34.0
1980-01-01,1.0,15.0,39.0
1980-01-02,1.0,19.0,37.0
1980-01-03,1.0,19.0,22.0
1980-01-04,1.0,18.0,26.0
1980-01-05,5.0,16.0,22.0
1980-01-06,6.0,10.0,24.0
1980-01-07,5.0,13.0,31.0
1980-01-08,4.0,11.0,36.0
1980-01-09,4.0,12.0,24.0
1980-01-10,7.0,6.0,24.0
1980-01-11,6.0,9.0,36.0
1980-01-12,3.0,14.0,48.0
1980-01-13,3.0,15.0,18.0
1980-01-14,2.0,17.0,32.0
1980-01-15,2.0,29.0,37.0
1980-01-16,2.0,27.0,33.0
1980-01-17,2.0,28.0,44.0
1980-01-18,1.0,31.0,43.0
1980-01-19,,24.0,42.0
1980-01-20,,22.0,26.0
1980-01-21,,18.0,27.0
1980-01-22,,18.0,30.0
1980-01-23,,20.0,34.0
1980-01-24,4.0,-1.0,21.0
1980-01-25,8.0,0.0,23.0
1980-01-26,8.0,12.0,30.0
1980-01-27,8.0,8.0,20.0
1980-01-28,8.0,13.0,27.0
1980-01-29,9.0,10.0,20.0
1980-01-30,9.0,1.0,16.0
1980-01-31,10.0,3.0,15.0
1980-02-01,12.0,-1.0,12.0
1980-02-02,14.0,-1.0,10.0
1980-02-03,14.0,2.0,12.0
1980-02-04,14.0,1.0,13.0
1980-02-05,15.0,4.0,15.0
1980-02-06,15.0,8.0,20.0
1980-02-07,15.0,10.0,20.0
1980-02-08,15.0,10.0,21.0
1980-02-09,14.0,10.0,20.0
1980-02-10,13.0,8.0,27.0
1980-02-11,12.0,7.0,20.0
1980-02-12,13.0,6.0,25.0
1980-02-13,14.0,6.0,17.0
1980-02-14,13.0,9.0,26.0
1980-02-15,11.0,22.0,33.0
1980-02-16,14.0,22.0,37.0
1980-02-17,16.0,3.0,23.0
1980-02-18,16.0,3.0,10.0
1980-02-19,14.0,5.0,26.0
1980-02-20,12.0,24.0,44.0
1980-02-21,8.0,29.0,52.0
1980-02-22,6.0,33.0,36.0
1980-02-23,4.0,32.0,54.0
1980-02-24,3.0,30.0,35.0
1980-02-25,3.0,21.0,34.0
1980-02-26,4.0,10.0,30.0
1980-02-27,4.0,8.0,16.0
1980-02-28,8.0,10.0,21.0
1980-02-29,10.0,0.0,22.0
