STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,SNOW,SNWD,TMAX,TMIN
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/4/1970,0,0,46,29
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/5/1970,0,0,51,22
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/6/1970,0,0,47,30
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/7/1970,0,0,42,36
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/8/1970,0,0,67,26
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/9/1970,0,0,65,39
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/10/1970,0,0,51,29
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/11/1970,0,0,51,20
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/12/1970,0,0,64,29
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/13/1970,0,0,60,32
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/14/1970,0,0,53,40
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/15/1970,0,0,68,34
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/16/1970,0,0,70,31
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/17/1970,0,0,75,40
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/18/1970,0,0,68,32
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/19/1970,0,0,55,42
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/20/1970,0,0,68,31
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/21/1970,0,0,66,48
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/22/1970,0,0,68,35
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/23/1970,0,0,72,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/24/1970,0,0,71,43
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/25/1970,0,0,70,36
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/26/1970,0,0,78,44
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/27/1970,0,0,80,43
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/28/1970,0,0,79,49
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/29/1970,0,0,81,56
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,4/30/1970,0,0,90,53
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/1/1970,0,0,89,63
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/2/1970,0,0,80,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/3/1970,0,0,60,42
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/4/1970,0,0,70,36
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/5/1970,0,0,72,43
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/6/1970,0,0,52,34
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/7/1970,0,0,61,24
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/8/1970,0,0,80,41
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/9/1970,0,0,84,47
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/10/1970,0,0,83,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/11/1970,0,0,80,51
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/12/1970,0,0,80,57
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/13/1970,0,0,74,54
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/14/1970,0,0,69,59
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/15/1970,0,0,76,55
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/16/1970,0,0,75,58
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/17/1970,0,0,58,48
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/18/1970,0,0,68,36
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/19/1970,0,0,81,41
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/20/1970,0,0,83,56
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/21/1970,0,0,86,49
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/22/1970,0,0,87,55
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/23/1970,0,0,82,55
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/24/1970,0,0,77,57
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/25/1970,0,0,83,55
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/26/1970,0,0,74,61
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/27/1970,0,0,68,41
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/28/1970,0,0,75,39
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/29/1970,0,0,78,49
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/30/1970,0,0,78,54
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,5/31/1970,0,0,84,52
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/1/1970,0,0,84,57
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/2/1970,0,0,87,59
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/3/1970,0,0,78,61
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/4/1970,0,0,70,56
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/5/1970,0,0,78,58
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/6/1970,0,0,70,59
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/7/1970,0,0,71,41
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/8/1970,0,0,87,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/9/1970,0,0,89,55
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/10/1970,0,0,89,53
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/11/1970,0,0,89,53
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/12/1970,0,0,84,61
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/13/1970,0,0,80,59
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/14/1970,0,0,78,54
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/15/1970,0,0,71,58
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/16/1970,0,0,80,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/17/1970,0,0,85,64
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/18/1970,0,0,85,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/19/1970,0,0,74,56
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/20/1970,0,0,71,44
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/21/1970,0,0,73,49
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/22/1970,0,0,73,55
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/23/1970,0,0,80,49
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/24/1970,0,0,80,53
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/25/1970,0,0,75,61
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/26/1970,0,0,84,58
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/27/1970,0,0,69,57
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/28/1970,0,0,75,44
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/29/1970,0,0,78,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,6/30/1970,0,0,87,60
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/1/1970,0,0,89,57
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/2/1970,0,0,90,69
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/3/1970,0,0,86,61
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/4/1970,0,0,79,60
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/5/1970,0,0,79,52
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/6/1970,0,0,75,52
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/7/1970,0,0,81,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/8/1970,0,0,82,53
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/9/1970,0,0,76,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/10/1970,0,0,78,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/11/1970,0,0,77,60
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/12/1970,0,0,82,59
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/13/1970,0,0,85,52
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/14/1970,0,0,87,63
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/15/1970,0,0,89,68
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/16/1970,0,0,72,64
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/17/1970,0,0,83,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/18/1970,0,0,84,56
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/19/1970,0,0,90,59
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/20/1970,0,0,75,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/21/1970,0,0,74,51
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/22/1970,0,0,78,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/23/1970,0,0,72,58
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/24/1970,0,0,85,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/25/1970,0,0,85,67
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/26/1970,0,0,88,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/27/1970,0,0,88,63
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/28/1970,0,0,87,65
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/29/1970,0,0,89,64
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/30/1970,0,0,79,64
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,7/31/1970,0,0,86,68
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/1/1970,0,0,89,67
