"STATION","NAME","DATE","DSND","EMSD","EMSN","SNOW","TAVG","TMAX","TMIN"
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1986-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1986-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1986-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1986-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1986-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1986-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1986-12","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-01","16","6","4.5","9.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-02","4","2","1.5","1.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-03","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-04","3","3","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-11","4","4","4.0","4.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1987-12","2","2","2.0","2.8",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-01","9","3","2.5","6.1",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-02",,,"0.8","1.4",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-03","4","2","2.0","4.8",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1988-12",,,,,,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-01","4","4","3.5","3.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-02","6","2","1.0","2.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-03","4","2","1.5","1.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-11",,,,,,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1989-12","20","5","3.0","10.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-01","2","1",,,,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-02","1","1","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-03","1","1","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-04",,,"0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1990-12","2","3","3.0","4.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-01","7","2","1.0","3.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-02","4","3","2.5","3.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-03","3","5","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1991-12","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1992-02","1","1","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1992-03","5","5","5.0","16.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1992-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1992-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1992-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1992-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1992-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1992-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1992-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1992-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1992-12","7","19","14.5","19.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-01","0","0","0.1","0.1",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-02","10","4","3.0","7.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-03","10","18","18.0","23.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1993-12","8","2",,,,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-01","23","14","11.0","28.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-02","2","4","0.1","0.2",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-03","8","11","10.8","11.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-11","0","0","1.3","1.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1994-12","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1995-01","10","4","1.0","1.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1995-02","11","3","2.0","4.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1995-03","3","4","4.0","4.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1995-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1995-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1995-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1995-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1995-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1995-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1995-11","8","5","1.0","1.8",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1995-12","14","7","2.0","3.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1996-01",,,"10.0","20.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1996-02","12","4","2.5","3.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1996-03","8","5","0.5","0.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1996-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1996-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1996-12","3","2","1.5","2.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-01",,,,,,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-02","0","0","1.5","5.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-03","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-11","1","1","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1997-12","8","5","1.0","4.4",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1998-01","3","5","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1998-02","2","1","1.0","1.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1998-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1998-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1998-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1998-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1998-10",,,"0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1998-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1998-12","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-01","15","8","3.0","10.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-02","0","0","0.5","0.7",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-03",,,,,,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","1999-12","4","3","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-01","14","5","3.0","11.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-02","11","8","4.0","10.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-03","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2000-12","14","4","2.0","7.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2001-01","22","9","7.5","14.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2001-02","0","0","0.3","0.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2001-03","5","2","1.0","2.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2001-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2001-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2001-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2001-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2001-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2001-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2001-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2001-12","3","2","1.8","1.8",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2002-01",,,"4.8","8.8",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2002-02","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2002-03","2","1","1.0","1.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2002-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2002-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2002-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2002-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2002-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2002-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2002-11","3","2","2.0","2.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2002-12","10","3","2.0","4.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-01","21","7","3.5","19.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-02","15","15","3.3","7.6",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-03","2","1","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2003-12","9","2","2.0","7.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2004-01","9","5","3.0","9.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2004-02","7","4","1.0","1.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2004-03","1","1","0.8","0.8",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2004-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2004-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2004-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2004-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2004-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2004-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2004-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2004-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-01","15","4","4.0","8.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-02","7","4","3.7","6.2",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-03","10","4","3.0","6.6",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-04","0","0","0.3","0.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-10","1","2","2.0","2.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2005-12","9","3","3.0","5.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-01","2","1","0.5","1.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-02","5","4","3.5","9.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-03","1","1","0.5","0.8",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-04","0","0","0.3","0.3",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2006-12","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-01","6","2","2.0","5.6",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-02",,,"1.0","4.1",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-03","3","1","1.0","3.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-04","1","1","0.5","0.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2007-12","5","4","3.5","4.8",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-01","8","7","6.0","9.4",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-02","6","2","2.0","4.4",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-03","1","1","1.0","1.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-11","3","1","1.3","2.8",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2008-12","5","2","1.5","3.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-01","17","4","4.0","10.9",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-02","2","1","1.0","1.7",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-03","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2009-12",,,"3.5","9.1",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-01","14","15","6.0","25.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-02","22","16","11.0","48.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-03","7","11","0.5","0.5",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-04","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-05","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-06","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-07","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-08","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-09","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-10","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-11","0","0","0.0","0.0",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2010-12","13","3","1.5","4.7",,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2011-01",,,,,"24.9","33.3","16.5"
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2011-02",,,,,,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2011-06",,,,,"70.0","81.8","58.3"
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2011-07",,,,,,,
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2011-08",,,,,"73.1","84.0","62.1"
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2011-09",,,,,"67.1","76.2","58.1"
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2011-10",,,,,"53.5","62.9","44.1"
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2011-11",,,,,"47.5","58.9","36.1"
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2011-12",,,,,"39.6","47.9","31.4"
"USC00361726","CONNELLSVILLE 2 SSW, PA US","2012-01",,,,,"34.5","44.3","24.8"
