StationCode,ObDate,Snowfall,Snowdepth,TempMax,TempMin
USC00364214,1972-02-03,0,1,37,24
USC00364214,1972-02-04,11,12,34,12
USC00364214,1972-02-05,1,10,17,5
USC00364214,1972-02-06,2,12,32,5
USC00364214,1972-02-07,3.5,10,35,0
USC00364214,1972-02-08,0,10,17,-8
USC00364214,1972-02-09,0,8,25,-5
USC00364214,1972-02-10,0,8,27,-10
USC00364214,1972-02-11,0,8,37,6
USC00364214,1972-02-12,0,6,53,5
USC00364214,1972-02-13,0,5,40,4
USC00364214,1972-02-14,3,6,35,29
USC00364214,1972-02-15,0,5,48,22
USC00364214,1972-02-16,0.20000000000000001,4,35,22
USC00364214,1972-02-17,0,3,34,16
USC00364214,1972-02-18,0.10000000000000001,3,38,24
USC00364214,1972-02-19,8,11,34,19
USC00364214,1972-02-20,5.5,17,20,11
USC00364214,1972-02-21,0,17,43,-3
USC00364214,1972-02-22,0,12,45,15
USC00364214,1972-02-23,0,10,29,-1
USC00364214,1972-02-24,1.3999999999999999,8,38,27
USC00364214,1972-02-25,0,6,45,30
USC00364214,1972-02-26,0,3,41,28
USC00364214,1972-02-27,1,3,47,19
USC00364214,1972-02-28,0,3,50,32
USC00364214,1972-02-29,0,2,60,29
USC00364214,1972-03-01,0,1,73,30
USC00364214,1972-03-03,2.7999999999999998,3,34,18
USC00364214,1972-03-04,1.3999999999999999,2,38,5
USC00364214,1972-03-05,1,2,35,19
USC00364214,1972-03-06,0.5,2,30,14
USC00364214,1972-03-10,0.80000000000000004,1,31,13
USC00364214,1972-04-08,2.5,1,36,18
USC00364214,1972-11-27,0.80000000000000004,1,41,32
USC00364214,1972-11-29,2,1,37,21
USC00364214,1972-12-01,3.2999999999999998,3,37,29
USC00364214,1972-12-02,1,2,48,26
USC00364214,1972-12-16,1.5,1,38,14
USC00364214,1972-12-17,1,2,20,11
USC00364214,1972-12-18,0,2,33,12
USC00364214,1972-12-19,0,1,40,25
USC00364214,1973-01-10,0.59999999999999998,1,21,3
USC00364214,1973-01-20,0.5,1,39,25
USC00364214,1973-01-21,0.5,1,47,10
USC00364214,1973-01-29,1,1,41,14
USC00364214,1973-02-16,2,2,33,6
USC00364214,1973-02-17,1,2,17,-9
USC00364214,1973-02-18,0,2,24,-6
USC00364214,1973-02-19,0,1,38,10
USC00364214,1973-02-22,3.2999999999999998,3,29,16
USC00364214,1973-02-23,3,4,31,14
USC00364214,1973-02-24,1,4,34,20
USC00364214,1973-02-25,0,3,45,9
USC00364214,1973-03-18,2,2,31,24
USC00364214,1973-03-19,1,2,34,22
USC00364214,1973-04-11,1.6000000000000001,1,39,25
USC00364214,1973-11-10,2.6000000000000001,2,35,23
USC00364214,1973-12-09,1,1,34,29
USC00364214,1973-12-10,1,2,35,29
USC00364214,1973-12-11,0.29999999999999999,2,29,17
USC00364214,1973-12-12,1,2,34,12
USC00364214,1973-12-13,0,1,37,20
USC00364214,1973-12-17,1,1,18,11
USC00364214,1973-12-18,3,4,23,0
USC00364214,1973-12-19,0,4,30,17
USC00364214,1973-12-20,0,2,44,25
USC00364214,1973-12-21,1,1,40,20
USC00364214,1973-12-22,0.20000000000000001,1,26,15
USC00364214,1973-12-23,0.10000000000000001,1,34,14
USC00364214,1974-01-04,2,2,32,13
USC00364214,1974-01-05,0,2,34,5
USC00364214,1974-01-06,0,2,30,21
USC00364214,1974-01-07,0,2,30,23
USC00364214,1974-01-08,0,2,25,3
USC00364214,1974-01-09,4,5,39,19
USC00364214,1974-01-10,0.59999999999999998,2,37,26
USC00364214,1974-01-11,0,1,40,27
USC00364214,1974-01-12,1,2,27,12
USC00364214,1974-01-13,0.40000000000000002,2,24,1
USC00364214,1974-01-14,0,2,40,7
USC00364214,1974-02-11,2,2,25,12
USC00364214,1974-02-12,0.5,1,48,18
USC00364214,1974-02-15,0.80000000000000004,1,36,16
USC00364214,1974-02-23,0.69999999999999996,1,45,20
USC00364214,1974-02-25,1.8,1,37,18
USC00364214,1974-02-26,0.90000000000000002,1,31,9
USC00364214,1974-02-27,0,1,49,7
USC00364214,1974-04-09,2,2,36,28
USC00364214,1974-04-10,0.90000000000000002,1,47,24
USC00364214,1974-11-26,1.3999999999999999,1,31,14
USC00364214,1974-12-02,2.5,3,39,32
USC00364214,1974-12-03,0.29999999999999999,2,38,31
USC00364214,1974-12-04,0,1,34,25
USC00364214,1974-12-05,0,1,37,12
USC00364214,1974-12-10,0.80000000000000004,1,29,18
USC00364214,1974-12-16,2.3999999999999999,2,37,32
USC00364214,1974-12-17,0,1,36,27
USC00364214,1974-12-18,0.5,1,31,21
USC00364214,1974-12-19,0.59999999999999998,1,38,24
USC00364214,1974-12-20,1,1,38,16
USC00364214,1974-12-21,0,1,39,20
USC00364214,1974-12-22,0.5,1,35,27
USC00364214,1974-12-23,0,1,44,21
USC00364214,1975-01-13,4,3,33,13
USC00364214,1975-01-14,0,2,18,8
USC00364214,1975-01-15,0.29999999999999999,2,26,-2
USC00364214,1975-01-16,0.20000000000000001,2,30,16
USC00364214,1975-01-17,1.2,3,29,8
USC00364214,1975-01-18,0,2,40,12
USC00364214,1975-01-19,3,2,42,33
USC00364214,1975-01-20,3,2,33,9
USC00364214,1975-01-21,0,2,36,0
USC00364214,1975-01-22,0,2,32,11
USC00364214,1975-01-23,0,2,37,24
USC00364214,1975-01-24,0,2,47,14
USC00364214,1975-01-25,0,1,52,31
USC00364214,1975-01-26,0.20000000000000001,1,39,28
USC00364214,1975-01-27,0,1,34,25
USC00364214,1975-01-31,1,1,35,29
USC00364214,1975-02-05,3.5,3,42,23
USC00364214,1975-02-06,1,1,37,32
USC00364214,1975-02-07,1.5,2,32,14
USC00364214,1975-02-08,0,2,31,5
USC00364214,1975-02-09,0.80000000000000004,2,28,12
USC00364214,1975-02-10,0,2,28,-9
USC00364214,1975-02-11,0,2,36,21
USC00364214,1975-02-12,1,2,32,27
USC00364214,1975-02-13,4.5,6,28,15
USC00364214,1975-02-14,0,5,31,9
USC00364214,1975-02-15,0.5,4,40,9
USC00364214,1975-02-16,0,3,41,34
USC00364214,1975-02-17,0,1,45,33
USC00364214,1975-03-03,1.5,1,25,16
USC00364214,1975-03-04,0.20000000000000001,1,30,19
USC00364214,1975-03-08,1,1,32,20
USC00364214,1975-03-14,1.2,1,36,25
USC00364214,1975-03-15,1.5,2,35,21
USC00364214,1975-03-16,0,1,47,23
USC00364214,1975-04-04,1.5,1,32,17
USC00364214,1975-04-05,0.80000000000000004,1,31,23
USC00364214,1976-01-04,1.5,1,28,13
USC00364214,1976-01-05,0.59999999999999998,1,17,9
USC00364214,1976-01-06,0,1,36,0
USC00364214,1976-01-08,5.5,4,33,12
USC00364214,1976-01-09,0.5,4,12,0
USC00364214,1976-01-10,0,4,21,-5
USC00364214,1976-01-11,0.69999999999999996,4,35,16
USC00364214,1976-01-12,4,5,35,18
USC00364214,1976-01-13,0.5,5,44,13
USC00364214,1976-01-14,0,2,49,24
USC00364214,1976-01-15,0,1,29,20
USC00364214,1976-01-16,0.5,1,36,23
USC00364214,1976-01-17,0.5,1,27,6
USC00364214,1976-01-18,0,1,14,-5
USC00364214,1976-01-19,0,1,35,-6
USC00364214,1976-01-20,0.69999999999999996,1,41,29
USC00364214,1976-01-21,1.2,2,31,20
USC00364214,1976-01-22,4,5,20,9
USC00364214,1976-01-23,1.5,6,24,-7
USC00364214,1976-01-24,0,6,52,14
USC00364214,1976-01-25,0,2,40,20
USC00364214,1976-01-28,5,5,27,14
USC00364214,1976-01-29,0.40000000000000002,5,35,15
USC00364214,1976-01-30,0.80000000000000004,5,32,20
